1.000000000000000861e-04 -2.419562635425335660e-05 -3.455974931931122228e-03 1.285797594312591656e-02 -5.821856463285416360e-03 -2.044049868546425901e-04 1.349988905712961904e-06 -2.080106208719248722e-04 -1.433254888094961357e-05 -3.727969363331793885e-06 -7.453272081911562578e-06 -1.094660446295194754e-06 -1.096291075312276603e-06 -5.728586700897145025e-07 -1.539631692613183112e-07 2.171448534794081127e+02 2.678220778693145832e+01 1.138911930995768671e+02 2.179557796027760617e+02 7.652287288926395092e+01 2.277873232145810789e+02 3.061322045878070597e+01 -2.087649510242044445e-05 -5.244956896640359209e-05 -3.234640084207057341e-05 -6.254548599757252670e-05 -1.174003685303032192e-04 -1.189477424805611069e-02 -3.015908548422157289e-05 6.597339782679452307e-03 -4.470563260652123707e-05 8.756128041632472005e-05 -2.540645787492393851e-06 -7.312939901836214502e-05 -2.207648524083196520e-05 5.924417979456483331e-05 1.057324644178151840e-06 -2.955309046432375223e-05 -4.961825890094040495e-05 8.966592978686092015e-06 -8.063933730125425413e-06 2.171495250053285417e+02
1.068164253911118775e-04 -2.944641230455271821e-05 5.681001979863270143e-03 8.237351119584615175e-03 -4.451431147971967629e-03 3.351159126646816012e-04 -1.269322901964187373e-06 -2.473858695165665812e-04 2.354713982157408819e-05 6.126616317778824486e-06 1.224256605654954651e-05 -1.332504132912116531e-06 -1.329207105375374889e-06 -6.947300341589399014e-07 -1.867122447348260126e-07 2.316777740124471450e+02 2.831353947502559620e+01 1.203915563718815775e+02 2.303436449392476959e+02 8.089207939820505544e+01 2.407749933184890665e+02 3.235013828402272651e+01 -2.503446093201636884e-05 -6.285081682167946405e-05 -3.875501484237610486e-05 -7.496871723607180852e-05 -1.406955104228108772e-04 1.951082299225963268e-02 -3.613503637351094569e-05 -1.089397180604189351e-02 -5.478888307511805308e-05 -1.430221579689532128e-04 5.126624535769222731e-06 1.192823530640452857e-04 3.534704284928738349e-05 -9.645787397027013872e-05 -7.859935406595466936e-07 4.763027523830532200e-05 8.062733739987014035e-05 -1.379388664104044191e-05 1.230656553059816127e-05 2.316826255798576426e+02
1.140974873333497835e-04 -3.583277648770853474e-05 1.727715401534735823e-02 6.123794034367491604e-03 -3.670140563936871714e-03 1.019848952155559974e-03 -4.600628858432173061e-06 -2.978257402205231573e-04 7.162474471703169851e-05 1.863851349428295598e-05 3.725436050817369402e-05 -1.622083198212447653e-06 -1.609860050927969659e-06 -8.416678794487581358e-07 -2.261941949823361466e-07 2.471822368418039559e+02 2.989561888273869883e+01 1.271046515972760886e+02 2.431248725483787325e+02 8.540465576759102362e+01 2.541846025815432597e+02 3.414150731378158810e+01 -3.005708632245659217e-05 -7.546471315994857034e-05 -4.651095110364257367e-05 -9.002392684482036329e-05 -1.689112785439938016e-04 5.936932676609976700e-02 -4.339564337208866426e-05 -3.309279670814610497e-02 -6.800077449902890191e-05 -4.356704196352510620e-04 1.487921105511486165e-05 3.634843461979179536e-04 1.082324438728391900e-04 -2.940702499803154817e-04 -3.125974310562013980e-06 1.455908035263418928e-04 2.459419788345693970e-04 -4.268364922329782722e-05 3.816968631930648770e-05 2.471875223022184400e+02
1.218748574305607892e-04 -4.363126611020651875e-05 1.924049854713491547e-02 5.535175366272010802e-03 -3.172444329810663547e-03 1.135789332684129273e-03 -5.159957595169543128e-06 -3.612026804502533554e-04 7.976267783902583463e-05 2.074982947669922796e-05 4.148832571320234695e-05 -1.974628905480738888e-06 -1.958033547983128239e-06 -1.023751698298312891e-06 -2.751266269027872424e-07 2.637229553432156877e+02 3.187373882110111012e+01 1.355138302034924607e+02 2.592053085517573550e+02 9.105513014166525920e+01 2.710001415838028720e+02 3.639938459441528806e+01 -3.666969864629208168e-05 -9.207124335318801712e-05 -5.674753364548085639e-05 -1.098217641450464514e-04 -2.060789730977266663e-04 6.611338934300280135e-02 -5.293289832770823531e-05 -3.685588844950682397e-02 -8.969326289556918874e-05 -4.852233457397668527e-04 1.651986423879861409e-05 4.048226731438188918e-04 1.205663425121456097e-04 -3.275379749406128653e-04 -3.519971072673796774e-06 1.621846671570092210e-04 2.739290821682661276e-04 -4.756694242544470867e-05 4.255698359757660733e-05 2.637285181599331167e+02
1.301823661578390291e-04 -5.312105172936934538e-05 -8.188712704684583807e-04 5.415585629667625002e-03 -2.789575824845484317e-03 -4.869026652723549946e-05 5.873285066336392346e-07 -4.389776517880661279e-04 -3.384638851508497350e-06 -8.793261069804427897e-07 -1.757318891584872772e-06 -2.403794426878841226e-06 -2.404658322280178000e-06 -1.256621169853000921e-06 -3.377303418299967458e-07 2.813689267798018818e+02 3.460152768597418316e+01 1.471382723278202889e+02 2.815610479543291262e+02 9.886204781996349311e+01 2.942777159346816234e+02 3.954578338979436580e+01 -4.559562529250978677e-05 -1.145263921488076154e-04 -7.062008630670605627e-05 -1.365502111557870680e-04 -2.562925604395567742e-04 -2.848485257649793420e-03 -6.583879226632414876e-05 1.530280757397412981e-03 -1.253729696776717680e-04 2.100849401764571302e-05 -3.286639656871556534e-07 -1.760052202455699165e-05 -5.507954735308884383e-06 1.430721575580536960e-05 5.233290325850246901e-07 -7.275273544713853317e-06 -1.203123445995151685e-05 2.405313566327094427e-06 -2.176648778840898907e-06 2.813749904571629941e+02
1.390561500193720655e-04 -6.463045779544517098e-05 -4.959175311876646425e-02 4.940514292490123284e-03 -2.436794181206740958e-03 -2.963094982447101854e-03 1.459988001734017987e-05 -5.324157485350726341e-04 -2.086642851848154938e-04 -5.429755377955733852e-05 -1.085297747626900425e-04 -2.926187064888438581e-06 -2.989042388015696066e-06 -1.560054255387403091e-06 -4.193462844187545864e-07 3.001936896332642846e+02 3.824396512421229488e+01 1.626880026525689402e+02 3.115886459324559610e+02 1.093012678271820164e+02 3.254471532744397564e+02 4.377904028131064962e+01 -5.729419581964610616e-05 -1.440394829418510008e-04 -8.887926958501337097e-05 -1.716579226385801739e-04 -3.223113512266426433e-04 -1.708468133043236636e-01 -8.282665265910325804e-05 9.505777814300542250e-02 -1.772272102031856300e-04 1.242782453408464421e-03 -4.902893041074275212e-05 -1.035772821292280836e-03 -3.093207913171499082e-04 8.457263831049201697e-04 -5.935951218008994084e-06 -4.155592515766619787e-04 -7.011122382190077169e-04 1.227583244983106473e-04 -1.099537630602717166e-04 3.002000876799059483e+02
1.485348087371952930e-04 -7.867099019599479656e-05 -1.125247779315225599e-01 4.144919462333320447e-03 -2.115308114790453390e-03 -6.910867206092922467e-03 3.273239766992627639e-05 -6.446188779919465213e-04 -4.902759708836673842e-04 -1.275649516638368056e-04 -2.549999043960123469e-04 -3.562049231378148032e-06 -3.727160777578291407e-06 -1.942160370833183364e-06 -5.221617973843459302e-07 3.202755458866295157e+02 4.226281746305094345e+01 1.798567431435315882e+02 3.447964168890703718e+02 1.208256879168300486e+02 3.598757960298589751e+02 4.846370650578554518e+01 -7.142074639350173707e-05 -1.796305237859487092e-04 -1.109284217171370744e-04 -2.139495750833302209e-04 -4.018726973868905900e-04 -3.894148444329145198e-01 -1.032864845190197001e-04 2.167534207078311015e-01 -2.354260652549564460e-04 2.769767904553561630e-03 -1.538940686229616026e-04 -2.301110422674566228e-03 -6.865656910967080561e-04 1.919961554978042448e-03 -1.029811536949127627e-04 -9.221470884084700037e-04 -1.556614540984853703e-03 2.718737657256424024e-04 -2.435686650052666159e-04 3.202823847105038340e+02
1.586595731545967951e-04 -9.579684619950964899e-05 -1.701155926468707336e-01 3.263879013609655849e-03 -1.835569374946368444e-03 -1.093312748425826278e-02 4.950359317660330563e-05 -7.801370168781295109e-04 -7.846028854213653704e-04 -2.041629888433962728e-04 -4.080826463531701917e-04 -4.336032367282044038e-06 -4.608575902386412462e-06 -2.397913484728108829e-06 -6.448117617821892371e-07 3.416979243162880948e+02 4.595602828803042428e+01 1.956354922875236753e+02 3.753207765501142603e+02 1.314169164908333585e+02 3.915184836590855184e+02 5.277009143566470328e+01 -8.731528243795036036e-05 -2.197221943102776608e-04 -1.357362178452312638e-04 -2.616205166541039451e-04 -4.915172940157352781e-04 -5.933599404003003785e-01 -1.263396284002810544e-04 3.303338352974037884e-01 -2.872676392178981895e-04 4.058883310528471101e-03 -3.417918578013777074e-04 -3.353068444289266248e-03 -9.994444531742480674e-04 2.906103450806810876e-03 -3.857748296800999829e-04 -1.341454975845291896e-03 -2.265914045253768130e-03 3.947820889912544585e-04 -3.539144248440861127e-04 3.417052823008341988e+02
1.694744845845365844e-04 -1.165758642384189219e-04 -2.036595156476348201e-01 2.524402276570148970e-03 -1.601354190525294255e-03 -1.410996804346516427e-02 5.961284343153237043e-05 -9.449474140577667153e-04 -1.030928194439038404e-03 -2.682624620702116973e-04 -5.361915935464202278e-04 -5.278147256056212306e-06 -5.588947061611796130e-06 -2.905533566889951647e-06 -7.813964004299842183e-07 3.645497264697730770e+02 4.865703333301448197e+01 2.071671186239503584e+02 3.975930603578622708e+02 1.391584748329250658e+02 4.146348250849857777e+02 5.591020492136349418e+01 -1.044684748053550434e-04 -2.629425057899206384e-04 -1.624513316322117706e-04 -3.130547606311737704e-04 -5.881684997305272741e-04 -7.202039799886343907e-01 -1.511854242160916132e-04 4.010264556746873099e-01 -3.206333650164305653e-04 4.590748939625918269e-03 -6.379754237476734959e-04 -3.751319171441717948e-03 -1.116249493263661617e-03 3.487446006633340527e-03 -9.444835715126244195e-04 -1.496114371512084979e-03 -2.530079207662492419e-03 4.389810590948908364e-04 -3.940954279676078722e-04 3.645575228755587318e+02
1.810265863832127495e-04 -1.418476806417092665e-04 -2.103352194529808650e-01 1.996649519695269971e-03 -1.406644032811347686e-03 -1.629762806514836390e-02 6.233415440097449874e-05 -1.146012337718664087e-03 -1.225616594478487606e-03 -3.189213790856301333e-04 -6.374327615406362750e-04 -6.424909552170622102e-06 -6.652946332220327043e-06 -3.458117899943351394e-06 -9.300239091212240776e-07 3.889255763272492459e+02 5.040596763483772946e+01 2.146191976516664965e+02 4.119201730321536274e+02 1.441634020568098435e+02 4.295563636409174251e+02 5.792637999365327062e+01 -1.236309839934110380e-04 -3.112107757851480597e-04 -1.922697532493620662e-04 -3.704909552838652614e-04 -6.961362791117279561e-04 -7.615135231710820074e-01 -1.789311961997300043e-04 4.241407397201619189e-01 -3.350272467266767439e-04 4.319093838769941934e-03 -1.035692155288532200e-03 -3.457780917089431881e-03 -1.025740237073972678e-03 3.629554838774725137e-03 -1.768769464150070705e-03 -1.371667394224554068e-03 -2.323858902392908488e-03 4.003133768681435859e-04 -3.603230388443916373e-04 3.889338626439463269e+02
